date,SIZE,BOOK_TO_PRICE,MOMENTUM,VOLATILITY,QUALITY,GROWTH,LEVERAGE,LIQUIDITY
2022-01-31,0.018175020413016576,0.00021038410997006266,0.0361548836641123,0.028801064980546735,-0.0020742072237937607,-0.005683648428694362,0.04281914738268373,0.03696105970788686
2022-02-28,-0.023662170565621747,0.02379483123295351,-0.021579889672325936,-0.009965513316093744,0.008921212638228659,-0.07867420573413851,-0.050097642487614814,-0.02708949154058922
2022-03-31,-0.04719020733098657,0.015885846923960195,-0.04468231499895489,-0.028180253369890752,0.03718104178430545,-0.010847732076563426,-0.0168038925312836,-0.06594820680601292
2022-04-30,-0.02690579677434304,0.008842471221692096,-0.05730738065842672,0.017309069271664677,-0.010537823039079715,-0.010923865597247817,-0.010650749062281745,0.05152358462228946
2022-05-31,-0.00391778030851526,-0.03164018137344989,0.0452406873781,-0.04167096383005153,0.008156831445329674,-0.0610604200493632,-0.039218915524772045,-0.00027300947940562864
2022-06-30,0.02864320757275861,0.010936371396535577,-0.0035092610271351674,-0.01800174430213126,-0.030811669432323288,-0.02816321264764502,0.003218478394221249,0.04128751362842926
2022-07-31,0.011545775065228914,-0.05607350249744765,0.01933989702731146,-0.01938224573782563,-0.012299510630547676,0.04662434473102596,0.033427438698780135,0.031486264850971966
2022-08-31,-0.03967251805392644,-0.005711430906067748,0.019712952816417408,0.027455976396271106,-0.007732721675015142,-0.00174204189820004,-0.025404511242023014,-0.04571652214159059
2022-09-30,0.03185006683787759,0.051981532734866616,-0.0012417556770905084,0.016233354152528145,0.011684959589730048,-0.039648167710086,0.003719149176003654,0.06324544639535254
2022-10-31,-0.004884646332642977,0.0592008461522034,-0.13362594869489763,0.03339910355102529,0.005343599264512369,-0.028831258024539577,-0.00024403768402508344,-0.06014534600968036
2022-11-30,-0.012845405101561893,0.017370742357598376,0.07929362721087332,-0.024751730258839366,-0.015338026637405557,-0.022007329364469565,0.03188827684931844,0.0041472147621400505
2022-12-31,-0.02627262305214715,0.022780105440455865,0.007544297432352427,0.025942278352736745,-0.012879888376086626,-0.017188726953929753,-0.0039342624142418995,-0.04986205412694014
2023-01-31,0.009489050792347133,0.014043219899985807,0.002765703001211285,-0.01307711792178495,-0.029353253823703747,-0.0177155968319414,0.0056092530976362,-0.022994966329180713
2023-02-28,-0.010317209511844139,0.018996732256890362,0.10050909440250189,-0.008959139340177603,0.009281204829880586,-0.006102302554521352,-0.05540651700004466,-0.0031235895411401296
2023-03-31,-0.0007252887391233868,0.09032920980335615,-0.007495368931816149,0.004541731640570469,0.0025316993499985125,-0.07325459393928219,0.028970399923177157,0.024981903596534807
2023-04-30,0.030919354733883936,-0.026502105509404666,0.07539133057329692,-0.05686223605144191,0.016886217376590434,0.0971410258238956,-0.03465023649701142,-0.013921463449042458
2023-05-31,0.0009816973510514168,-0.01244090826606463,-0.07807483544136863,0.005769201284931128,-0.0211995200699029,0.02602939061647703,-0.013725918696534972,0.049574703339368906
2023-06-30,-0.03724919577138237,-0.006156538184617948,0.04477159459948967,-0.03522237401953362,0.008586295512275285,0.055965721573373296,-0.046823156509684806,-0.011368084877833381
2023-07-31,0.007919921757947625,0.032083138728754186,-0.061773844330978364,-0.0348301618365726,0.015387057469740157,0.0036372163866640814,-0.0010661108627209876,0.0077733271237881135
2023-08-31,-0.03277926753775398,0.013045504074571473,0.017728492421595674,-0.019204035120704288,0.046421549983596044,0.017118417917404795,-0.05472970288779541,0.007198866558288011
2023-09-30,-0.04553828768432869,0.03226541047074288,0.06270239224796516,-0.024512378183811877,0.025581552035336092,0.008037713531645063,0.008958891443125847,0.04162860110453885
2023-10-31,-0.013958950445597763,-0.021110186643385157,-0.043720525585311705,-0.018872293469761502,0.0015527456259247989,0.02395766197239194,0.006544177637906675,0.018132882454955812
2023-11-30,-0.0027703349001570315,0.055351897443384264,-0.011251972452152705,0.0704915269126802,0.017782501799544756,-0.04900248742323214,-0.0372244032073166,0.026636128723886918
2023-12-31,-0.013009555777964102,0.02973370264793571,0.027090148294437566,-0.0069246393640307845,-0.016222529909661776,-0.06539202496833657,-0.0037024102435817517,0.022666305771961257
2024-01-31,0.005937197727070775,-0.03815365715375932,0.01149874487428197,0.0033543545441306957,-0.017078479815305733,0.022697009731670607,0.010079297839091806,-0.03207840819484372
2024-02-29,0.012159313827396191,0.024426145835364618,0.05877699341140646,0.014856293254775794,-0.028482577884439794,-0.04128844735411856,0.027867841276838036,0.02497146818781503
2024-03-31,0.018968885691738466,0.1384625337946911,0.03216434110238526,0.018652892236512567,0.025365060331740456,-0.019932137268313645,-0.021023770339325606,0.03522217903169874
2024-04-30,-0.036797646757068134,-0.003203637181027375,-0.022720229749456824,0.0075329724382081865,0.05678808319537428,-0.06745072377080953,-0.010237303613539094,-0.061872203308590244
2024-05-31,-0.023768582564785215,0.04272235521759875,0.005840087769545175,-0.02946990392954854,-0.013185898230409884,0.014664370162748994,-0.012730735619029489,-0.005371482982598749
2024-06-30,-0.001360014780638327,-0.017572098165656334,0.11390260273895354,0.00012939469959982394,-0.04343533136883245,0.016755273071715968,0.004208441616358596,0.029419261136954568
2024-07-31,-0.03765048795876939,0.0010254130779935667,0.028739908731103322,0.023092390860047694,-0.02438632481550639,-0.00983825199246995,-0.0003727093891276016,-0.02849360507126064
2024-08-31,0.07311307773178599,0.019028977990410974,-0.06301745214069963,0.01253795730026832,0.05234243139764039,0.036561151190775805,-0.06636996649297013,0.012498408568917664
2024-09-30,0.051525528643334276,-0.0195143893883369,0.025561533968062967,0.0031568284895597725,-0.018073208958093584,0.007951822267545762,-0.07671926866593909,-0.01202747366550541
2024-10-31,-0.014269855098000878,-0.03822447735986162,0.0873225795177806,-0.049911828460366556,-0.006829058780663238,0.021835674412190646,0.04154703633182213,-0.055842554777298894
2024-11-30,0.047033134573037746,0.005354483632057547,-0.048500685550503284,0.003869299425289679,0.00793042008629925,-0.0215975601669202,-0.0021184204643757793,0.005231185047366703
2024-12-31,0.001582111904554147,0.027936879390406087,0.0849118512166713,-0.04763583038169202,0.052593629055263394,-0.08162007001254215,-0.03031267066953628,0.013716603641759606
