trade_date,industry_code,return
20171201,农林牧渔,-0.0016789613182927746
20171201,采掘,0.004909415496381587
20171201,化工,0.0038067427864840837
20171201,钢铁,0.014267751193294594
20171201,有色金属,-0.00534383883875652
20171201,电子,0.008709943554910768
20171201,汽车,0.01081232040350156
20171201,家用电器,0.0034458373250270905
20171201,食品饮料,0.011018665771759611
20171201,纺织服装,0.008339959411238027
20171201,轻工制造,0.009516132607297001
20171201,医药生物,0.011086708034253948
20171201,公用事业,0.0006114109411608209
20171201,交通运输,0.004770979985011966
20171201,房地产,0.0034160971052591823
20171201,商业贸易,-0.004080673782189538
20171201,休闲服务,0.013665996527043218
20171201,银行,0.014737655486985326
20171201,非银金融,0.015240168380102517
20171201,建筑材料,0.013753401194571708
20171201,建筑装饰,0.0025858076310850053
20171201,电气设备,0.011750172199323963
20171201,国防军工,0.0043024372605653454
20171201,计算机,0.0025982050050383535
20171201,传媒,0.007971598137135381
20171201,通信,0.021479331131692647
20171201,机械设备,0.000819004790474572
20171204,农林牧渔,-0.00856815285239745
20171204,采掘,-0.01352753863121154
20171204,化工,-0.010781081189909931
20171204,钢铁,-0.009060022146049196
20171204,有色金属,0.00019975396353656954
20171204,电子,-0.011504426901153683
20171204,汽车,-0.009595151647178049
20171204,家用电器,-0.002169889272692813
20171204,食品饮料,-0.010220577777550085
20171204,纺织服装,-0.0013159526262608214
20171204,轻工制造,-0.009940395400171836
20171204,医药生物,0.001310375909542619
20171204,公用事业,-0.002678911213793084
20171204,交通运输,-0.0026328170425004155
20171204,房地产,0.0048371267420937916
20171204,商业贸易,-0.006408947351711545
20171204,休闲服务,0.006708285904477211
20171204,银行,-0.0016485837479035146
20171204,非银金融,-0.013624264813724274
20171204,建筑材料,-0.013340709679198936
20171204,建筑装饰,-0.0008741326909994683
20171204,电气设备,0.0007144845312229958
20171204,国防军工,0.0018375396714519292
20171204,计算机,0.0012431440365590516
20171204,传媒,-0.00793170159230826
20171204,通信,0.002282841448898347
20171204,机械设备,0.0010760286256315695
20171205,农林牧渔,0.002440622215697439
20171205,采掘,0.00461082465291658
20171205,化工,0.008554114920513963
20171205,钢铁,0.01008497270893835
20171205,有色金属,0.007847921502823197
20171205,电子,0.001634174631886542
20171205,汽车,0.002185333716532022
20171205,家用电器,0.008444236513624175
20171205,食品饮料,0.006061675046441515
20171205,纺织服装,0.004114891697630451
20171205,轻工制造,0.006917935919916992
20171205,医药生物,0.008726689229814875
20171205,公用事业,0.007373782960135083
20171205,交通运输,0.005382063845957115
20171205,房地产,-0.0020311879222412984
20171205,商业贸易,-0.00842467247976761
20171205,休闲服务,-0.00739117006512224
20171205,银行,-0.009137735750236834
20171205,非银金融,-0.006262207749089928
20171205,建筑材料,-0.005589043381125595
20171205,建筑装饰,-0.008700542683944126
20171205,电气设备,0.0040117703242414215
20171205,国防军工,0.005923664103835086
20171205,计算机,-0.011504191815163382
20171205,传媒,-0.000549163316269793
20171205,通信,-0.005406048437994773
20171205,机械设备,0.003977102786220506
20171206,农林牧渔,0.008676270671519172
20171206,采掘,0.015228953500003462
20171206,化工,0.012505538421973513
20171206,钢铁,0.008940366596812053
20171206,有色金属,0.014124566601698425
20171206,电子,0.008679191977517604
20171206,汽车,0.016453761909978132
20171206,家用电器,0.012109918276783312
20171206,食品饮料,0.01961024437903071
20171206,纺织服装,0.017703136448913005
20171206,轻工制造,0.009943902425989684
20171206,医药生物,0.03333739809068328
20171206,公用事业,0.018226936280014924
20171206,交通运输,0.004500105136790697
20171206,房地产,0.01927099423426025
20171206,商业贸易,0.006197095826109537
20171206,休闲服务,0.020370937148270853
20171206,银行,0.014367362010286436
20171206,非银金融,0.02334394733853395
20171206,建筑材料,0.018097511844723538
20171206,建筑装饰,0.026183136040589965
20171206,电气设备,0.007796957439819398
20171206,国防军工,0.0034044009861312827
20171206,计算机,0.023937571568608852
20171206,传媒,0.017291564429526014
20171206,通信,0.02284369562415883
20171206,机械设备,0.018644626573095915
20171207,农林牧渔,-0.009442870663497182
20171207,采掘,0.008952474723595494
20171207,化工,-0.007014445531793118
20171207,钢铁,-0.0069950570276491025
20171207,有色金属,-0.008377475932291647
20171207,电子,-0.009155623475980876
20171207,汽车,0.003588541828106805
20171207,家用电器,-0.005917308210142469
20171207,食品饮料,0.0004522550736459634
20171207,纺织服装,-0.0007743439371662095
20171207,轻工制造,0.005441981543283369
20171207,医药生物,-0.0025890483984240906
20171207,公用事业,-0.005819838554979161
20171207,交通运输,0.009148628451773718
20171207,房地产,0.008927229152524049
20171207,商业贸易,0.0034669607015043093
20171207,休闲服务,0.0002618456974572633
20171207,银行,0.0020587910104936085
20171207,非银金融,-0.0014321053993012214
20171207,建筑材料,-0.008424789920735917
20171207,建筑装饰,-0.0028945752446702696
20171207,电气设备,-0.006204716347353217
20171207,国防军工,0.007741758684439194
20171207,计算机,0.005566274458229041
20171207,传媒,0.011075620610474414
20171207,通信,-0.0002766724307127252
20171207,机械设备,-0.009967813993904744
20171208,农林牧渔,0.012362336546282732
20171208,采掘,0.00304728205396984
20171208,化工,0.008336801696580902
20171208,钢铁,-0.005669088341696931
20171208,有色金属,0.00731146651064197
20171208,电子,0.0020723732896108724
20171208,汽车,0.0016527540453945277
20171208,家用电器,0.009436416702954562
20171208,食品饮料,-0.006997939269796451
20171208,纺织服装,0.001406275217050737
20171208,轻工制造,-0.002087344798325366
20171208,医药生物,0.0039566328397301846
20171208,公用事业,0.013333574217306554
20171208,交通运输,0.0024162093281262873
20171208,房地产,-0.0013664915356581806
20171208,商业贸易,-0.0052465784166174775
20171208,休闲服务,-0.002557962231679408
20171208,银行,0.006463507131880165
20171208,非银金融,-0.006806037633439847
20171208,建筑材料,-0.004033126436580532
20171208,建筑装饰,-0.00015631697285462248
20171208,电气设备,-0.0060225773028887
20171208,国防军工,-0.0061990003468326785
