date,sector,portfolio_weight,benchmark_weight,portfolio_return,benchmark_return,allocation,selection,interaction,total
2024Q1,银行,0.09539965523844915,0.1,-0.010124236037907401,-0.0226120007989751,-0.003992832788985218,-0.00015455886310513332,0.0008653187681977276,0.005455225356526082
2024Q1,非银金融,0.07547286380688767,0.1,0.10603886716995524,0.07130187662722258,0.0016342734991215352,-0.0001857876712713668,0.0038531482515357235,0.011909988181181295
2024Q1,有色金属,0.04825030718529736,0.1,0.10880716187446343,0.014883781719579416,-0.00041270856468288673,0.003320763780585239,0.0013666394012093706,0.004690796127505939
2024Q1,煤炭,0.049908702910211634,0.1,0.020422585681790097,0.0315032963611052,0.006486584197975342,-0.0005739902533284228,0.0022534397127919464,-0.003455124325288437
2024Q1,石油石化,0.10226749008325542,0.1,-0.025111121062239943,0.01538066592441986,0.006888583006617492,0.005212108446130257,-0.0013705341164630272,-0.0038298816195853807
2024Q1,钢铁,0.08566592820365532,0.1,0.08378684692751984,-0.06173332151323007,-0.0048540709344048645,-0.0005786787305332788,-0.00013672267962932996,-0.0041430588217455655
2024Q1,基础化工,0.136514334038071,0.1,0.06053196319541654,0.03026865227276957,0.005145292914676059,-0.0007936301846449313,0.0033168806743753944,0.014991906981167282
2024Q1,建筑材料,0.13403554997999725,0.1,0.08455262891707721,0.07833778652036198,0.009684307311212878,0.00712523654058655,0.0027841526408912045,0.012974514835397001
2024Q1,房地产,0.14383635784919396,0.1,0.13044844806980596,0.06187045028102475,0.0040159590289125845,0.005934786511599353,-0.0010380443880354414,0.013548517268572546
2024Q1,交通运输,0.11605705615910786,0.1,0.12248091039795421,0.023623462365497276,0.0008006355650139463,-6.720282895889126e-05,0.0029024269585715776,-0.0020949762068700204
2024Q2,银行,0.06711621851833624,0.1,0.16876718808381844,-0.08824676511703095,-0.004173004018321219,-0.0006528876698504629,0.0003526496814767973,-0.0035661783324173234
2024Q2,非银金融,0.08712136976553896,0.1,-0.07335724970613144,-0.03889848278946161,0.007255475817131439,0.0005495155222809524,-0.000675686235916391,-0.000636503504048448
2024Q2,有色金属,0.11536865149436601,0.1,0.04555126882438833,-0.04129041353378079,5.2472698651145205e-06,0.0022545015727267435,0.0012221301826791995,-0.006972705393461658
2024Q2,煤炭,0.07165165449011013,0.1,0.08937408773468267,0.038463587061266194,-0.004518439875250046,-0.00015112080205559666,0.0007209539298255389,0.008579193920760834
2024Q2,石油石化,0.08843854185002277,0.1,0.024827775789226077,0.03637502146751802,0.002531762972649448,0.004285775557741309,-0.000806546921670476,0.0030648020400297783
2024Q2,钢铁,0.09350677213912947,0.1,-0.029999982003315738,0.07141376102283067,-2.412426608514387e-06,-0.002187206813196071,0.00026622976444612336,0.0014557933414143364
2024Q2,基础化工,0.11991853421794349,0.1,0.008997144171380679,0.026728820093751746,-0.0014162090848689269,0.003238843073665427,0.0008540718293016066,-0.0001083351240344678
2024Q2,建筑材料,0.0564919732522131,0.1,-0.0967899048287442,0.09138965154944287,0.007311085129499506,-0.002197281735612401,3.5309661310019193e-05,0.005330051262088787
2024Q2,房地产,0.0666175832157927,0.1,-0.08349255772996739,0.008652871138999936,0.0006709692318948562,0.007414176311556606,0.0024145096412912263,0.009660963908841556
2024Q2,交通运输,0.0354566794864264,0.1,-0.08106936218375799,0.08664987723640122,-0.004561980409758393,0.0004851014895847325,0.003235445711416137,0.011252768814102691
2024Q3,银行,0.12949409602245487,0.1,0.007779797591772088,-0.017926651284232403,0.006700993942166267,-0.00021237494679110644,-0.0013563793276575053,0.0031752297623244517
2024Q3,非银金融,0.08332771865387689,0.1,0.06561735997257546,0.0024296398161092123,0.006143201303650114,0.004109727585696684,0.00390719477681556,-0.0036100805640819104
2024Q3,有色金属,0.03083789080535062,0.1,0.11993686866524073,-0.03598058244745734,0.0045084359992739265,0.006908166585025356,0.0011326695522356415,0.007458676632641395
2024Q3,煤炭,0.08384868858112807,0.1,0.0026874905786765275,0.024595468635759253,-0.0024051200434235045,-0.0020115242033022906,0.002383581673088808,0.00971309139296242
2024Q3,石油石化,0.12368836264122748,0.1,-0.08211906896775789,0.05908833401531576,0.007295407332744389,0.0005355331520267652,0.001321784969060125,0.012404269485405614
2024Q3,钢铁,0.0692940274322671,0.1,0.07607061853632997,-0.04088419603906248,0.00370416123712006,-0.00013331088546003882,-0.00011916026176208108,0.005001933382877985
2024Q3,基础化工,0.09761104313725781,0.1,0.02497283859801397,0.05366877834065431,0.0036059236471313117,0.007192080901463743,-0.0004947805659973768,-0.005503969453699737
2024Q3,建筑材料,0.13404141942712694,0.1,0.0551872107564312,0.044949919890863096,0.009041317458192831,0.0031041404928888253,-0.001923491047054183,0.007894997868140016
2024Q3,房地产,0.11308897766086158,0.1,0.14612048787932466,-0.02100088879288682,-0.003997384945764801,0.007320251103411754,0.0007636927041570077,0.005659011262100734
2024Q3,交通运输,0.10521593530614938,0.1,0.031638255855642464,-0.061636257745513325,0.004190147264272398,0.0077707110633071464,0.0038200856912860735,0.00844365013523021
2024Q4,银行,0.04320436236709001,0.1,0.01377273982499607,0.09037953049390635,0.008197538523638175,0.0040990134337339345,0.0028243753452199807,0.004066523483323625
2024Q4,非银金融,0.14767665090745277,0.1,0.07417681848212898,-0.041956672231695864,0.0029765963907233484,0.0065994600676462884,0.002533666911820643,0.005997727317546718
2024Q4,有色金属,0.13883853339111837,0.1,0.04599386883386205,0.01314905211534071,0.0022447796163835004,0.0070996407985921784,-0.0012897129298950676,-0.0023144525002919327
2024Q4,煤炭,0.0776934289912455,0.1,0.024492342289367183,-0.05144828446534829,0.003860001713224007,0.004728681817510802,0.0033735944063311794,0.011266340807169477
2024Q4,石油石化,0.026447188428965568,0.1,0.19957770208281275,0.10528271076470425,0.006359790503202374,0.004510528967887185,-0.0010008646390684,0.009275941635189792
2024Q4,钢铁,0.05327640968676693,0.1,-0.08297964717890788,0.11691910608970996,-0.000786311786615577,0.0009344805679556431,0.0023845354780419863,0.005674284603825668
2024Q4,基础化工,0.08611010405050955,0.1,0.07658626150655484,0.11813514459095792,0.005628269496763725,-0.0018284372758590388,0.0014822461761087096,-0.007834419548584498
2024Q4,建筑材料,0.14674010695968415,0.1,-0.0628337147686767,0.006974298314120504,0.0019514056434579456,-0.0007281256760426694,0.0008864689183419659,-0.0029670645387830184
2024Q4,房地产,0.03715337082316254,0.1,-0.011811591954310995,0.03098797910331649,-0.0009103774043973884,0.0029963755227521184,0.0033110827409076555,0.003606517066750468
2024Q4,交通运输,0.13900055942583858,0.1,0.04514073077730367,0.045617371484090855,-0.0036950510680239636,-0.0018213969418298035,0.0017919665725527794,0.009316879648248892
