,农林牧渔,采掘,化工,钢铁,有色金属,电子,汽车,家用电器,食品饮料,纺织服装,轻工制造,医药生物,公用事业,交通运输,房地产,商业贸易,休闲服务,银行,非银金融,建筑材料,建筑装饰,电气设备,国防军工,计算机,传媒,通信,机械设备
2011-01-31,-0.032508392774656704,0.059154676235462014,-0.05898453971962805,-0.004358048761115289,-0.10850841089431836,-0.10351989919305805,-0.011899685707463642,-0.02121429250397609,-0.026261761779892617,0.039404993745215416,-0.13545471806019432,0.04437149175769976,-0.03900634517947896,-0.05632999580516933,0.020907743606378714,0.09399054708615881,-0.03580296654049331,0.08335566655986197,0.04899022192536705,-0.04522870676961937,0.017843652528163747,0.07298312860273261,0.04639574738799788,0.025891040926019286,-0.049398552073821614,0.017611695409135535,-0.04152416728314309
2011-02-28,-0.023014611456961393,-0.07574804349028334,0.033006224827616386,0.027078544894013366,-0.09303374925213513,-0.11556700614648967,0.03285752056054228,0.054110181887277876,-0.07002330601340145,0.03398019522166423,0.000372143843042844,-0.004533755766439727,0.04510437718294616,0.0674480364246355,0.056755958888488625,-0.08077142155417068,0.1629144673393742,0.09240999820787327,0.02424890934861037,0.07745197235228254,0.03207082799476146,-0.02428752064204497,-0.016306788300936965,0.016564980910473967,-0.013144617508007796,-0.01723707073360726,0.016030234038446858
2011-03-31,-0.008372458537206081,0.055206734443206285,-0.07119879062808578,0.0548581244441731,0.10919584660237214,0.042850386450596724,-0.005900162191259123,-0.020384211032440522,-0.09714764722076911,-0.029418079754095147,-0.03646638383922945,0.014261125143668587,-0.05074311330188074,-0.006889239850788949,-0.029962292598078106,0.01460978840810463,0.007472693050463102,0.04475074514551959,-0.079798793235167,-0.04826339953375351,0.044509975866768865,0.01352928648837387,-0.009517786245374395,-0.011976361846558984,0.0037845311798931514,0.040508689530397365,0.00831214865228171
2011-04-30,0.02692638304499064,0.0156148110833905,-0.07764703712369879,-0.007168028454007578,0.04177499865964946,-0.003712880259827837,0.04165264303410542,0.08646692670243984,0.03745313897049799,-0.037970868246210085,-0.0625597982541925,-0.009236561184224487,0.02325323237389303,-0.05056428845938754,-0.03129898218684539,-0.06943555351397364,0.08445459571618467,0.0717792350404362,0.025150693024297826,-0.0372735871123131,-0.004446739340854214,0.04942790012050248,-0.011123771239533488,0.045853268984287474,0.012219880108763563,-0.021660288803329028,-0.035740891617845064
2011-05-31,-0.0008442920455171972,0.0025086084883325054,0.010144759447898714,-0.0054100569676789854,0.08592258791884176,0.04188087258267374,0.00021443215938014154,-0.04537700946677337,-0.019740209892446507,0.10391617658451227,0.20510752544700248,-0.04922377438772065,-0.002356083275640253,-0.07056659845663975,-0.15802722013762135,0.027740702632519574,0.04631261188651445,0.07347914902554069,-0.02344322386246519,-0.0396707636804672,0.0007436479100336275,0.03100498678061134,-0.019867642469881475,0.013930774960843622,-0.08834855700769087,0.021379870181403478,0.008660600680584395
2011-06-30,-0.02652932799055389,-0.01921504757658498,0.07789669678010161,0.048344497359224484,0.09543099890900576,0.02995936648794869,0.011748898229952863,-0.005988006246565255,0.12876457824885096,0.08304358202442966,-0.06728375051630014,-0.018312299202082858,0.012704560461343793,-0.019581394505814906,0.10314806052490477,0.03727372092042468,-0.007035677493600356,-0.11676137557518196,0.0031081527408307434,0.017579543751489075,0.04932348326989328,-0.06731697676246257,0.06487764943009992,-0.003241617388012874,-0.004935271821707922,0.03029804304061408,0.007844456504015659
2011-07-31,0.008599558060808485,0.03415871264830917,-0.006165417059308799,-0.03934321003825475,0.04014343408217522,-0.041350141903837755,-0.005191555273257754,0.04123912497359405,-0.028515798348325613,-0.023743125304992105,0.1144119943797017,-0.03481736804202167,-0.0481804303160072,-0.05169537734097402,0.024890548173358257,-0.028315633699518054,-0.027538218712513957,0.0054800105706084914,0.035191787378423836,-0.017496393375384653,0.05333514026814759,-0.06959449627988042,0.02215326890062128,0.025080233716469415,-0.05109563292994897,0.011925411147362897,0.029707920023317
2011-08-31,-0.020188276936715533,-0.05842728138949781,-0.042380577941231706,0.02202211743591745,0.011247155275072444,-0.06466718614476512,-0.0050347736152186835,0.07802743029083363,0.04747228777788166,0.03523269665257661,0.008926277738947034,0.028861824323226634,0.031192670033082043,-0.0220341242268635,-0.0059724938269737765,-0.04518157114873553,-0.06558838902097514,0.18051668988548358,-0.0050315210912660726,0.004265097822730286,0.0614114929014398,-0.06398200774266162,0.03130948558828831,0.049704755289040045,-0.045893459834454406,0.046767632913329235,-0.04046661011427685
2011-09-30,0.04397306745461178,0.030798897138896268,-0.02359776501700943,-0.03969878845160928,-0.0551905954831147,-0.03092913330726104,-0.019318434405681782,0.030813362874890254,0.003734176095245013,-0.028933434799695235,-0.005137146818622963,-0.00766796403296225,-0.009088005739641185,0.05610525382287853,-0.003853492977645756,-0.045557465299579006,-0.01880619301195355,0.03039498107112147,0.06248859731379112,0.04502060719642749,0.044322398054007464,0.007262247382029124,0.02484817570723918,0.0132628407353089,-0.024931282126883395,-0.0016597723697614544,0.003738509037487585
2011-10-31,-0.016406675073939867,0.032884163495747055,0.03589081243241573,0.037133400686742105,0.05396061460091663,-0.01924701332461784,-0.036674625872989884,-0.006669978178325128,-0.006039496587620887,-0.012130874303358123,0.026353075469872984,0.08354135630700568,-0.020817981685522912,0.09724777997665353,0.015049945529018819,-0.03939845949088917,0.017681506842478927,0.023460727311790573,0.0031628341908582045,0.006157599482975092,0.04676699311711826,-0.023693915472062125,-0.01723634725186294,0.014293656092221349,-0.010825228870890581,-0.02545824207412027,-0.028947010915608085
2011-11-30,0.022515100709266458,-0.006778458815280159,-0.014863601522415344,0.037019489410779996,-0.07234898322147905,-0.05807002945959562,-0.02315979326166357,0.026494928012735466,0.03573577484657016,0.058624297108139364,0.04107229297220044,-0.005199492404063145,0.048920521441764106,0.05479335512639786,0.09996840839929576,-0.0626129823077091,0.00654098435043198,-0.012963338145474256,0.004473687571993006,-0.04950853282021488,-0.02787542351991695,0.014966347140243391,-0.013163228020657593,0.06950675682277081,0.07134682509718526,-0.07049826927249853,-0.12216684081224427
2011-12-31,-0.008649542979733565,-0.05637046797361839,-0.000360190996592163,0.05990229373261247,0.01627076030192872,-0.039575882902828076,-0.08071485179212452,0.036020766293149084,-0.03185519508900614,-0.04869055099450214,0.004657095464975148,-0.003366317743148108,-0.07129954978969848,0.017913004039089214,-0.08169950411596924,-0.009630319547913494,0.042064036366850716,-0.09054714146822417,0.017915716709495804,-0.01007192146544577,0.012865889372496987,0.043294181830546695,-0.053298959393396295,-0.009479916672721352,0.0011570521740203663,0.08176303678425964,-0.012926703438347988
2012-01-31,-0.027493157770252966,0.16976625937753814,-0.05566963808485275,-0.07749763636463931,-0.03707492467301941,-0.07343572395300456,-0.0049324216750365685,-0.00595454118910626,0.09886988673458105,0.024602429359632846,0.06478839726234482,-0.021822810689692267,0.03089371146559403,0.02224787642844324,0.01728510311208747,-0.08296809492520443,0.0307091725297379,0.012353805605349232,0.06855209505434252,-0.01354268884126142,-0.045745072215914326,-0.0016038335118867715,0.038930240145880195,0.033079576395002766,0.0015306951615475222,0.044149147944976194,0.12933357947428922
2012-02-29,0.021838138416043373,-0.034264567258958954,-0.1086297098915972,0.035562876217548375,0.03157191170905689,0.10363120912006514,-0.023319369759131618,0.03811743910597586,-0.10726268741292556,0.033333959184169065,0.0535935070495828,-0.009921510050454628,0.027474271317568154,0.12242849891384505,-0.0034363338621930806,0.025470542365282938,0.1057227045942032,0.029391063521090104,-0.05503161813053566,-0.009288764460184569,0.05940659414027732,-0.025195627433594357,0.025379129318907755,-0.041226592053626554,-0.0358466464722661,-0.02113380083959008,0.03888361713761508
2012-03-31,0.027604961070303146,-0.014211687636927612,-0.07794543164679824,0.025894964431676243,-0.056728357889208395,0.05554074880594274,0.07716073147177903,0.022798434637391413,0.037581810334427514,0.05238668276381663,-0.06697276189643689,0.026247577483752428,-0.031642240022265594,0.034297582526320314,-0.01783219414705876,-0.11561309164800398,0.005647267704308154,-0.010263090535984433,0.006833705517076398,0.0916885585760155,-0.06997929397883183,0.055118461330371925,0.00957781675159329,0.023033568389317704,0.07792684044454493,0.018491967461240426,0.02077367105335675
2012-04-30,0.0019594326292047414,-0.029045513231019143,0.03777278379889866,0.060001734363842735,0.05650823991077698,-0.0662512015061592,-0.06461104725263525,0.001131651354935884,0.0722033722933294,0.05606525249368424,-0.1068741249869288,-0.018212081984969496,0.02454201258007386,0.04508441595945005,0.005114889589151054,-0.009782341988137133,-0.06799146370736955,-0.03713410649140032,-0.001942109328290427,-0.05419319731688359,0.05652199279178598,-0.029799321266562956,0.014019821486995026,0.07284091263269937,0.10449051858655803,0.036660906989277084,-0.025363356363114917
