,EW,EV,MV,MD,RP,PCRP,HPCRP
2008-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0022947104575278877,0.002591163345975524,0.0022947104575278877,0.001816174513030913,0.0028216087791343544,-0.006794729063757456,-0.006684096532246559
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-02,0.02447563223249176,0.024976947141574675,0.02447563223249176,0.025357567173783103,0.024856169953420524,0.003237565572696958,0.00248763878456895
2009-01-05,0.019842414386014154,0.01738312842325295,0.019842414386014154,0.01540376782055082,0.016397619731305105,0.0341714542268674,0.03283972363747554
2009-01-06,0.015532893654675462,0.015342240378762213,0.015532893654675462,0.01956937785418041,0.015629883058241388,0.02953633617523128,0.02915868472620751
2009-01-07,-0.018863929530537213,-0.018537817032028496,-0.018863929530537213,-0.012451456417728645,-0.018431659711293194,-0.008437351247631512,-0.007523637171709257
2009-01-08,-0.0186610714804013,-0.016596891069676854,-0.0186610714804013,-0.011030670814767852,-0.015247867895119565,-0.022207021649811046,-0.02251407651646565
2009-01-09,-0.0023540326114303923,-0.003855231902393581,-0.0023540326114303923,-0.0035860918759105186,-0.004407880156449259,0.01366491072532419,0.013532781192745792
2009-01-12,-0.013455760210391866,-0.01293088012112319,-0.013455760210391866,-0.008301104627292968,-0.012672790930490655,-0.0013680705212827727,-0.000806028477467152
2009-01-13,-0.016522158961509756,-0.01539356641347251,-0.016522158961509756,-0.01151999425586647,-0.014550699248253572,-0.022275280511446484,-0.021250064963336875
2009-01-14,-0.002037506068071638,-0.0067696562480477045,-0.002037506068071638,-0.012742069175151177,-0.007877131219310265,0.03718175162402326,0.03728168513591859
2009-01-15,-0.006639836385512788,-0.0063210444026247006,-0.006639836385512788,0.00613996850445514,-0.005076359066669638,-0.0011542154327112476,-0.0014111781857077824
2009-01-16,0.009193391980148811,0.008505977302455678,0.009193391980148811,0.004001230681245924,0.008403286999592438,0.017406589389309488,0.016959478907170006
2009-01-19,0.0025547574902656193,0.0014228422452911057,0.0025547574902656193,-0.0023776276943105086,0.00117990232168767,0.01049733900223732,0.011400525475987997
2009-01-20,-0.017045024221483532,-0.01768297386296353,-0.017045024221483532,-0.02418870510531128,-0.018905868292705883,0.0029600170469026433,0.003367742089060021
2009-01-21,0.00022764637013900698,0.001898421942246806,0.00022764637013900698,0.013542433508471225,0.004119157375242626,-0.0014924731363498713,-0.0002663855237643757
2009-01-22,-0.0008312437498428512,-0.002111054916291234,-0.0008312437498428512,-0.006773661233542411,-0.00290946556971073,0.009960789888836597,0.008535604404398637
2009-01-23,-0.003816443997533599,-0.0032472778056162137,-0.003816443997533599,-8.74687586311555e-05,-0.0027126209273778457,-0.005593234451927778,-0.005582991368971618
2009-01-26,0.010700070798712925,0.012601512141304526,0.010700070798712925,0.010956603249661983,0.012414272950573839,0.0009281112966194164,0.0007498431582361157
2009-01-27,0.0015220764798417254,0.001578200176966976,0.0015220764798417254,0.0035576163494078386,0.001968278616599227,0.00029361708652722693,0.0005242738702435742
2009-01-28,0.0163077736398773,0.018679436155489663,0.0163077736398773,0.02283268297231661,0.019455523112033118,0.001570544578345405,0.002286242139300015
2009-01-29,-0.0031504967101859786,-0.006403495319956152,-0.0031504967101859786,-0.014713076592165298,-0.008206153055743492,2.795774872203609e-06,-0.0016497077756869073
2009-01-30,-0.005235299309347842,-0.006792981341263125,-0.005235299309347842,-0.009966181961569407,-0.0076014603135117695,-0.0003724520931964137,-0.001233030705041499
2009-02-02,-0.002561951466717227,-0.0025961568509324908,-0.002561951466717227,0.01200897794140463,-0.0013718770585610324,0.009703266661207906,0.008907177021971243
2009-02-03,0.016547975957889198,0.01661298897767769,0.016547975957889198,0.015092051518617587,0.016731179599554627,0.02426009831046767,0.024498208672234633
2009-02-04,0.021614537252204434,0.020754895148001766,0.021614537252204434,0.015457327736979718,0.019613943694675628,0.026295880265267732,0.02794443581988808
2009-02-05,0.004109701092522309,0.0038857289197240523,0.004109701092522309,0.002480594001571348,0.004074874163915011,-0.005089972585715235,-0.00471992744372438
2009-02-06,0.03261522301222162,0.03158470629277539,0.03261522301222162,0.03213662950363441,0.0315067261396051,0.038970916398632406,0.039876194533054354
2009-02-09,0.013369018382609931,0.01239227140294498,0.013369018382609931,0.01257066427675737,0.01220056446507188,0.024687538603324476,0.02359448981213753
2009-02-10,-0.005807415474257298,-0.00823821716378207,-0.005807415474257298,-0.006067010993022199,-0.009414443962514816,0.010206024705578078,0.009755730675195258
2009-02-11,-0.004944413518623756,-0.004487276472147249,-0.004944413518623756,-0.006972182527908678,-0.003977136089346285,0.0012435413610158545,0.0022763345849633357
2009-02-12,-0.009113495835603128,-0.009216498697355085,-0.009113495835603128,0.0024679125999997175,-0.008034073561513259,-0.006057539581592258,-0.0053085578376151545
2009-02-13,0.017077018772878955,0.015150604481164917,0.017077018772878955,0.013783570155094795,0.014324090562525552,0.03238042455702357,0.031952156748051325
2009-02-16,0.004685210957030339,0.0034325088296123262,0.004685210957030339,0.0022066873773416333,0.0034318717904109476,0.02386607491315674,0.02528332258887646
2009-02-17,-0.03618639649570155,-0.035590843068692014,-0.03618639649570155,-0.037714901512512666,-0.035850744238699904,-0.03212203464859297,-0.033473538139216004
2009-02-18,-0.016656949382456352,-0.015591657708766535,-0.016656949382456352,-0.01310635813453526,-0.015397031896381497,-0.04216062341073528,-0.04316578960121687
2009-02-19,0.0027256126232399432,0.0019780471832267074,0.0027256126232399432,0.00048282195042317287,0.0014301483752720012,0.00898140674340491,0.0065582080209269575
2009-02-20,-0.008792971337494692,-0.010907748593953819,-0.008792971337494692,-0.0016141367500911697,-0.010035460658498155,0.016477476173568716,0.0163242838186825
2009-02-23,0.007554269042194909,0.004300461258921201,0.007554269042194909,-0.0023224198722832205,0.0025215057343938364,0.02559048714331662,0.024270688021521422
2009-02-24,-0.01685892779828315,-0.014372087596033147,-0.01685892779828315,-0.0028063389059922303,-0.012047161749603201,-0.04117961628730392,-0.042456156426776914
2009-02-25,0.0003032499523034738,-0.0006306173572558436,0.0003032499523034738,-0.001834510778306954,-0.0012721818956825802,0.001270497884387147,0.004027899691861264
2009-02-26,-0.022169590218261613,-0.019116999379125622,-0.022169590218261613,-0.031928384336731064,-0.019872443807509306,-0.046387647406618944,-0.04418533987552021
2009-02-27,-0.01917456181286131,-0.01856843920216908,-0.01917456181286131,-0.023650501856305767,-0.018838637958726746,-0.02241311844845418,-0.02157802249007951
2009-03-02,-0.022441599904287946,-0.024355409316091654,-0.022441599904287946,-0.020086945397424266,-0.024438184139044188,0.006368781027960319,0.005914631969467133
2009-03-03,-0.009182785934629564,-0.009936261219209278,-0.009182785934629564,-0.002432583346897827,-0.009474784106673646,-0.010189227751545292,-0.01039532021816078
2009-03-04,0.04802787470848756,0.0472530765057679,0.04802787470848756,0.041952833578612944,0.04649253610614748,0.06426780240165338,0.06448139647841446
2009-03-05,-0.017178103871808906,-0.01983577636671566,-0.017178103871808906,-0.02245545116844488,-0.02064669409269773,0.005707207698003299,0.006492135646386284
2009-03-06,-0.006873179217022735,-0.006196150157973829,-0.006873179217022735,-0.005138681307236952,-0.005775686998680189,-0.007765309880132762,-0.006895419722079411
2009-03-09,-0.022507128556519203,-0.021032148138597436,-0.022507128556519203,-0.028462293854057828,-0.02108082142210894,-0.0342470839062812,-0.03510672466323514
2009-03-10,0.038180783828437204,0.040330679339752054,0.038180783828437204,0.05008907609814207,0.04159431135822789,0.01967638912082283,0.020947830885137693
2009-03-11,0.0018321697000460407,0.0016102375576231656,0.0018321697000460407,0.0036436246795507696,0.001527871478428176,-0.007814532385943776,-0.007884945171788608
2009-03-12,0.009117907428917393,0.010136768092260504,0.009117907428917393,0.017732070732790067,0.0114855184772395,-0.0006917831329653,0.0007725038355453576
2009-03-13,0.008361522398301567,0.007390964076911255,0.008361522398301567,0.0017207821819685133,0.006643155427531115,-0.002374076230629139,-0.003523143283992762
2009-03-16,0.01598287643391944,0.014836150884709277,0.01598287643391944,0.00032596492864994415,0.013162420225879552,0.01683348932409952,0.01625407155199977
2009-03-17,0.019049967839734016,0.018884253144627546,0.019049967839734016,0.031591400320629,0.020455989040364757,0.033710173322394975,0.03410666636226998
2009-03-18,0.00787048684935672,0.007065145167410259,0.00787048684935672,0.01143257755781837,0.007551516065948704,0.004982654173289091,0.004360609931196139
2009-03-19,0.008917389625562678,0.008155140186110308,0.008917389625562678,0.007088087772907283,0.0075796364835528955,0.01965227229239929,0.017508002272426795
2009-03-20,-0.007244467223289006,-0.006104582175688789,-0.007244467223289006,-0.007805030772590234,-0.00632688148377292,-0.0025038454298581202,-0.003704923158022071
2009-03-23,0.03899536402419684,0.0386121479456649,0.03899536402419684,0.041318168833562506,0.03952070749853742,0.02773340615732066,0.026516325738646207
2009-03-24,0.0017698572331137264,0.0005379101568825683,0.0017698572331137264,-0.005018441038508151,-0.0007082736828597023,0.004179893735599379,0.004991609548099735
2009-03-25,-0.007956602579074712,-0.006390713995937439,-0.007956602579074712,-0.005483948707151752,-0.005814615581363166,-0.01897651609655549,-0.017977079084129537
2009-03-26,0.026993104919976363,0.02474161909014717,0.026993104919976363,0.0237229541797784,0.024587902166327166,0.03286668959243463,0.03104761359641641
2009-03-27,-0.005403072979232563,-0.006570416055381299,-0.005403072979232563,-0.010884068335459445,-0.007308729026354998,0.006250298430836219,0.004702375243943773
2009-03-30,-0.029516637438260707,-0.02994488043499261,-0.029516637438260707,-0.022945013545987634,-0.02930527380025029,-0.009221506948910722,-0.006592143964028033
2009-03-31,0.01784429398193041,0.018500144365629075,0.01784429398193041,0.019481926816170968,0.018460117965294037,0.008732801568941068,0.008874209683448066
2009-04-01,0.010120233139727238,0.010263545508044527,0.010120233139727238,0.011106545176222116,0.010598328269625038,0.014807506440615752,0.014461163414011425
