,510300.SH,512100.SH,512890.SH,511260.SH,511090.SH,159980.SZ,159981.SZ,159985.SZ,518880.SH
2014-01-01,1.0077507122951685,0.9979112425789187,1.0080722624572083,1.004669089569224,0.9991633865011067,0.9959855347749148,1.0317842563101478,1.0117115209372936,0.9955052561406504
2014-01-02,1.0162545165646568,0.9899863120139346,1.002740813179443,1.0054988325234342,0.9916165845654451,0.9652608541044208,1.0203874247576024,0.9965434695433886,0.9988327059051464
2014-01-03,1.002717639401158,0.9652154025496262,1.020677625484003,1.0049183289870345,0.9919835945746796,0.9406993405552954,1.0094818765153384,0.9984008659733004,0.9875359721521658
2014-01-04,1.0086692401442274,0.9551660658428627,1.017411125364758,1.0032048228100272,0.9994325112206228,0.940658937476021,0.9883289726231778,1.0109189894346813,0.9756772091393969
2014-01-05,1.0121319551712793,0.9218555450228312,1.0015006135499251,1.003897619716053,1.0024846445057343,0.9437486531589387,0.9862406674553342,1.0065553015776656,0.9614467424890957
2014-01-06,1.001506934866912,0.9145807239461282,1.014505566431856,1.0050328822269907,0.9955152102365922,0.9494427714628519,0.9788422394835651,0.9965362212155433,0.9675199735912322
2014-01-07,1.0172956845217345,0.9302777114553894,1.0045932279167074,1.0042010796992473,0.9969338728958455,0.966304696862423,0.9696572882499556,0.9939602900341968,0.9570094657376167
2014-01-08,0.9993474356799873,0.9442555664659668,1.021244240462664,1.0040845618816965,1.0010353900370306,0.9727880684138429,0.9573403182706679,0.9995472753052272,0.9719200231583492
2014-01-09,0.9991102000059647,0.9712268913602377,0.9894458185464199,1.0066607491859298,1.0014840423596558,0.9677469519353035,0.9592887121545872,0.9699471483642279,0.9699793720998382
2014-01-10,1.0047618552571826,0.9974520500157958,0.9835890486878078,1.004319778932847,0.9995741840747259,0.983886298291314,0.9657879144691147,0.9624335468094904,0.975151956199164
2014-01-11,1.006526381092561,1.0152422156036043,0.9755977445855923,1.0034329781868332,0.9981063767441889,0.9581642940643614,0.971700859748373,0.9663947587916135,0.9753968505628822
2014-01-12,1.0032865669307844,0.9897833181847697,0.9709658563710436,1.002501648340693,0.9950031551485553,0.955574239142074,0.9797475312192977,0.9939300402789191,0.977294756421138
2014-01-13,1.0074635056106627,0.9888528956524615,0.9489004100930396,1.0025221578940018,0.9953423724597764,0.9981339467241975,0.9761741771185961,0.9986245807186495,0.9771509790672318
2014-01-14,0.9901047375716904,1.009589942499038,0.9577471949730153,1.0050014912733294,0.9918212992300601,1.0235367527098467,0.9490003958007381,1.0076150544233642,0.9987504678566806
2014-01-15,0.9756907483692306,0.9997026656152317,0.9591798089161623,1.0035840100728368,0.9857685572845089,1.0250046411029923,0.929027662984165,1.0149745603757832,0.9897674641092542
2014-01-16,0.9986673054870632,0.9860081794058698,0.9557605840159562,1.0061336670876577,0.981013744774541,1.0294062968266289,0.9535009040807156,0.9907042364482049,0.9917928634615584
2014-01-17,1.0028599524268271,1.0002784901131745,0.9418605673852276,1.0022486128913086,0.9831599735483757,1.0351151001543646,0.9584685074469427,0.9960507929283727,0.9852467853758609
2014-01-18,1.0066545793878428,1.0059553751487487,0.9340692923727061,1.0079587474998861,0.9851217037936905,1.0131256708756144,0.9712459202949556,0.9816875163297183,0.993198560489497
2014-01-19,1.0244511589406537,0.9914975010889703,0.9451478338724018,1.0093077418129563,0.9884595331858085,1.0479187099449314,0.9666735253478815,0.9707848530856443,0.9845625556912078
2014-01-20,1.0122221274097076,0.990518069349558,0.9493006468227945,1.0102464710846943,0.9918289278119321,1.0483735423506642,0.9949687182645299,0.9671251373816662,1.0115412352680448
2014-01-21,1.0220255090550128,0.9756317357149207,0.9373862497237962,1.0118097438964881,0.9910415632856109,1.0620569231493004,1.0045848446633125,0.9662620423267629,1.0031778758791772
2014-01-22,0.9991089291184772,0.9681805735704659,0.9473007830476597,1.0125607912801324,0.9862023518151385,1.0655800385565681,1.0125274416334644,0.9536447263637872,1.0049206477068704
2014-01-23,1.0002810145524919,0.9486490163063963,0.9516521602420439,1.0143655326305316,0.990573402782943,1.0860055423265695,0.9848313863107034,0.9404201767555554,1.010297327579564
2014-01-24,1.0082900538404767,0.9578232665702909,0.9959351788410858,1.0162042441546535,0.9951719046043296,1.1048716650808077,0.9978585635690487,0.9361609774093526,1.018167232796875
2014-01-25,0.9969040611989982,0.9541234491900569,0.9904332718130167,1.0165554671228618,1.004485354492011,1.0679570481690708,1.011753947437797,0.9137017846109872,1.0135658106248393
2014-01-26,1.0134868215057855,0.9556090578933335,0.9779211903555536,1.0144756849806698,1.0073163869704627,1.0541306361210878,1.0163363548766122,0.9145091110396312,1.007164125441719
