,510300.SH,512100.SH,512890.SH,511260.SH,511090.SH,159980.SZ,159981.SZ,159985.SZ,518880.SH
2014-01-02,0.008438400653789424,-0.007941518470624298,-0.005288757042842929,0.0008258868146981957,-0.007553120978631145,-0.030848520985234607,-0.011045750584819602,-0.014992466805016313,0.0033424733259528328
2014-01-03,-0.013320361132818093,-0.02502146662403526,0.017887785227058695,-0.0005773289014596727,0.0003701128187516556,-0.025445467351842277,-0.010687654490503573,0.0018638388456480026,-0.011309935774223012
2014-01-04,0.00593547027518504,-0.010411496418538446,-0.0032003249975193215,-0.0017051198366880849,0.007509112738035784,-4.295004528276358e-05,-0.020954218579118056,0.012538173681547748,-0.012008436499710173
2014-01-05,0.003432953925071258,-0.03487406222983591,-0.015638232586781098,0.0006905837076074395,0.003053866319981724,0.003284629061419464,-0.002112965647764864,-0.004316555433839353,-0.01458521990367423
2014-01-06,-0.010497663125920598,-0.007891497877276166,0.01298546671462697,0.0011308548687054554,-0.006952160621450987,0.006033511449106355,-0.007501645608326335,-0.009953830004589381,0.006316762888408656
2014-01-07,0.015764992837439262,0.01716304214409159,-0.009770610278671654,-0.0008276371275537375,0.0014250537256141893,0.01775981228820256,-0.009383484756905758,-0.0025848846499572087,-0.010863349740060313
2014-01-08,-0.017643099361210113,0.015025464803095634,0.016574880342849818,-0.00011603036474105988,0.004114131591568038,0.006709448450857414,-0.01270239509210247,0.0056209340826263166,0.01558036566465959
2014-01-09,-0.0002373905866492887,0.028563585804652014,-0.031136941249076955,0.00256570751312557,0.0004481882729527875,-0.005182132308385601,0.002035215530709955,-0.02961353371901343,-0.001996718878375159
2014-01-10,0.005656688572676094,0.027002092805347377,-0.005919242619283782,-0.0023254808086794476,-0.0019070281743381878,0.016677238118637305,0.006775022193193703,-0.007746403056505535,0.005332674331133491
2014-01-11,0.001756163240220543,0.01783560982959198,-0.008124637126528222,-0.0008829864397932319,-0.001468432612528603,-0.026143269066378094,0.00612240554129162,0.0041158290826983635,0.00025113456642467114
2014-01-12,-0.003218807000627155,-0.025076673356907442,-0.004747743873184329,-0.0009281435495802626,-0.0031091090768864404,-0.0027031428099881794,0.008281017136290814,0.02849278851815784,0.0019457781283183095
2014-01-13,0.0041632558608415415,-0.00094002648379099,-0.02272525458358854,2.0458373652276762e-05,0.0003409208397640029,0.04453835802473516,-0.003647219295622506,0.004723210135004097,-0.0001471176970524457
2014-01-14,-0.01723017056429299,0.020970810661270267,0.009323196392241329,0.0024730958411292026,-0.0035375498191789756,0.025450297596849802,-0.02783702125584564,0.009002856407004156,0.022104556258099706
2014-01-15,-0.01455804487696033,-0.009793359132849844,0.0014958163810516734,-0.001410426962348721,-0.006102653724264551,0.0014341335465084537,-0.021046074274522097,0.00730388645952762,-0.008994242342338032
2014-01-16,0.023549016075263163,-0.013698559262052212,-0.00356473819446812,0.002540551652109091,-0.004823457265735853,0.0042942788228743645,0.026342855085648598,-0.023912248518418444,0.002046338585323104
2014-01-17,0.004198241913726308,0.01447281169199166,-0.014543408530536928,-0.0038613698392527818,0.0021877662624676386,0.005545724118197315,0.005209857006917451,0.00539672314245454,-0.0066002472157848935
2014-01-18,0.0037838054574150792,0.005675304519376256,-0.008272217016316419,0.005697323533434329,0.0019953316836471835,-0.02124346294964774,0.013331072172676706,-0.014420225053409785,0.008070846037424584
2014-01-19,0.017678933685111087,-0.014372281730330783,0.011860513550931762,0.001338342780809576,0.003388240639977891,0.034342273687770986,-0.004707762320057429,-0.011106042465362398,-0.008695144296255286
2014-01-20,-0.01193715427448172,-0.0009878307694538568,0.004393823697799837,0.0009300723979901449,0.0034087329961440815,0.000434034053802268,0.02927068154314627,-0.003769852498569315,0.027401691665896122
2014-01-21,0.009685010216475165,-0.015028836015493097,-0.012550709976733243,0.0015474172457294877,-0.00079385114130337,0.013052008893657652,0.009664752491470807,-0.0008924336898531449,-0.00826793718068397
2014-01-22,-0.022422708370287925,-0.007637269137206415,0.010576785531881683,0.000742281232390507,-0.004882955114847931,0.003317256665321233,0.007906347594576646,-0.013057861543017024,0.0017372510594553248
2014-01-23,0.0011731307766900123,-0.020173465360951215,0.0045934483241794055,0.001782353579104612,0.004432204972701026,0.019168436936628286,-0.027353387359141834,-0.013867375598726861,0.005350352672086611
2014-01-24,0.008006789263683034,0.009670858353508782,0.04653277788785659,0.001812671532079424,0.00464226256072231,0.017372031742877603,0.013227825026115969,-0.00452903866960519,0.007789692204932752
2014-01-25,-0.011292378218063615,-0.0038627349213201656,-0.005524362573949282,0.0003456224181590528,0.009358634266694033,-0.033410773466651555,0.013925203807490183,-0.023990738067844797,-0.0045193186578944555
2014-01-26,0.01663425895451054,0.0015570403437183966,-0.012632937335151695,-0.0020459111277798536,0.002818390995738662,-0.012946599370908474,0.004529171791639586,0.0008835775985571725,-0.006316003476058318
2014-01-27,0.032459161339879916,0.0118105424017243,-0.024001711039891238,0.0006593629443083504,-0.002547145859073452,0.015543800026331933,-0.01565041476865392,-0.0015210466220034746,0.005249872789804488
2014-01-28,0.01328632791255191,-0.02120533532700397,-0.0037140148300913722,-0.0013248359334827597,-0.0025133169302947733,0.031978176325059726,0.008299634219219199,-0.018713259315025654,0.009378619470547855
2014-01-29,0.03213234295518941,0.018984374689920536,-0.01793243959144819,-0.0013527022185987336,0.005167644596746568,-0.012538050381138088,0.009076388562924587,0.011819510801440059,-0.009069304715780935
2014-01-30,-0.0005928803409270822,-0.0579428121212433,-0.011992651696011492,-0.000657704454179453,-0.004891132727859349,0.029583403470769376,-0.02840282755921264,-0.006400667300454743,0.0015074057728610146
2014-01-31,0.021919099335991676,-0.02544551872122991,0.01425796502585941,0.00013069918305874673,-0.0038260346041918414,0.008517862536738807,0.004181193911469316,-0.008803253157382063,0.0008980208499000941
2014-02-01,-0.005479703952926407,0.0024433122145224306,0.008245568094252587,0.004858050448436124,-0.004851261995307388,0.03859460074381271,-0.03884175599045003,-0.0020767764255337218,0.0060831720648457654
2014-02-02,0.00451487801602557,-0.010808591356770703,-0.0021974670042873568,-0.0013790028039766256,-0.0022574590277768536,0.015492837746378552,0.007340309719300997,-0.010193643928909868,0.009195998754332413
2014-02-03,0.00490949281314923,0.015031518139101196,0.007855546103083366,-0.0023869850327662423,-0.0021407241607879213,0.013651284892218785,0.01240740530866935,-0.0001135239094621765,0.0013732738330878291
2014-02-04,0.019464973436826405,-0.010248284999044954,0.006865168574040403,-0.0005065779573016904,-0.0007707248129088518,0.01997798333576939,0.016708326979760546,0.01240264454000961,0.013254788071543233
2014-02-05,0.000615057624491433,0.012675153483309387,-0.0034232010791214185,0.0010724990574653148,-0.00042057221747071605,0.0019459273698689827,0.012103140508738175,-0.012073310248502223,0.021123872756854567
2014-02-06,-0.014790260722495563,-0.021455395030179125,0.014197330482000892,0.0024749880818888403,0.002596479268208718,0.011510219166757096,-4.493545693828871e-05,-0.013258815572287475,0.0009580455819373501
2014-02-07,-0.009857425672681774,0.017952155201519604,-0.0014646885780256191,-0.0023764915903774497,-0.0011855433666119186,0.007632766176961292,-0.011074491056079494,-0.012133305933496485,0.002636872114919031
2014-02-08,0.003974498566630791,-0.008724977156680302,-0.005352459667419929,0.0007961498120729882,-0.005692337365989286,-0.025134347938778,-0.014168884425048711,-0.003001707275677723,0.0033090756559801537
2014-02-09,0.0224303432542432,0.0158378732176363,-0.0016192623595611133,4.295137629184431e-05,-0.003910117458551188,-0.00013323644786300548,-0.005573172778402746,0.005040778405071444,-0.008072309435523395
2014-02-10,0.00809019771361763,0.02798930043404635,-0.0010051217814822655,0.0013051351662969335,0.002860575966844525,-0.007021968493945097,0.004681849636208435,0.00038888601172692994,0.0011767609854882455
2014-02-11,-0.011295146757831831,0.0008411831366610389,0.006275979494945405,0.004453430823385229,0.003937083304340838,0.038957284235207945,-0.015146951257760999,0.01328480955081024,0.002033420057383495
2014-02-12,0.03314704399826507,-0.014149369136392753,-0.009776662106169343,-0.0016981779363320904,-0.008395582897239184,-0.009263590390253706,-0.01498265323107395,0.002455906797143026,0.003617559757771671
2014-02-13,0.028442562588238296,0.01750762908734882,-0.006622843867948869,-0.002595244014044984,0.002067676686025921,-0.023564197726371527,0.03682917531708707,0.01789160181081928,-0.004491756521046941
2014-02-14,-0.025397017936363286,0.02476970273497736,-0.0010744781430314099,0.0038134489359202828,-0.006277710635177458,-0.010588750413167869,0.0003048739943636303,0.0009047089064710967,-0.004300654714792462
2014-02-15,0.009642748985212446,-0.01881716772888664,-0.0014085538202555092,0.0004608868951356815,0.0021577553362350788,0.013009067805600072,-0.022292841836757393,-0.022811712561034314,0.01297676821898519
2014-02-16,0.005284710179693786,-0.013072757658017964,0.01891382370627026,0.00044702390287865157,0.004817188736255362,0.001415332665381852,0.041414958497639764,0.026530112636648173,-0.0022896414847908275
2014-02-17,0.014873564264315409,0.012016767092532632,0.016723578690388097,-0.0027947703817402525,0.0028442058399937853,0.019251640763292555,-0.03497478972846224,-0.017548877689986586,-0.020192321777600886
2014-02-18,-0.003741102516668371,0.013315760604327265,0.018328284625152236,0.0003222843412593601,0.00661446218228523,-0.024641826247868037,-0.03386764878710313,-0.0006332154834493009,0.0040406544893931695
2014-02-19,-0.0001904212214114409,-0.036813957800717834,-0.0007694404741535044,-0.0038134085015146812,0.002778690195320177,0.006798768429743252,-0.018597595726547067,-0.007508003760050452,-0.010392135218889376
2014-02-20,-0.0006401864590975803,0.01759256176902224,-0.0115287125560265,0.0016121395465535926,-0.002021030473489782,-0.01407171098072224,-0.001940607199091171,-0.015328634836290544,-0.005336493053471836
2014-02-21,-0.01766816838883256,0.035765052392495056,0.0007231626236607891,-0.0019991765239777415,0.0009559196429369532,-0.0018219048944349003,-0.004219391990664456,0.009412500500651344,0.007775077100472982
2014-02-22,-0.007657517214157861,-0.009964728331604222,-0.0030006203658197173,-0.006805763494206918,-0.005960764248794215,0.024803736814001498,0.03309935427002575,-0.0035355405933457096,0.00596556963055761
2014-02-23,0.004968752318152969,0.05581985455219418,0.013734898937215023,-0.00028375277444225855,-0.003722161762401699,-0.028716033764636273,0.004269272717344563,-0.01114526117926451,-0.014022537095976895
2014-02-24,-0.0093985932636379,-0.019067864065059115,0.020545699620870828,0.0027449192708484116,6.810943473345432e-05,0.026838994500020474,0.0017473661529523454,-0.012719263019923988,0.015431240772696642
2014-02-25,0.008383650655269914,-0.018270430777876268,-0.0019840641370032497,-0.002526854760154351,-0.00543119892385735,0.01687119585556962,0.03838833280940257,-0.020778513607287108,0.00582969236690567
2014-02-26,-0.00945963853682752,-0.008368256907764549,-0.00680872709086644,-0.002491972309039303,0.00029408651177931233,-0.014757102095398711,0.005609136515596802,-0.0005535716417370828,-0.0021894804686640734
2014-02-27,-0.013313454930623969,-0.00998188395023003,0.009364694709909083,0.0016027515628731503,-0.0038102209791942565,0.0019879814977261656,0.015227742467435856,-0.02484107921682066,0.005633601923799247
2014-02-28,-0.00963935638418767,0.010670776034676921,-0.00885910987851013,-0.00531464630199352,-0.006410169751532635,0.0010655290399048667,0.005394450034429621,-0.013364749376566176,0.006585924587773739
2014-03-01,-0.02462280093403446,-0.0007894363756516531,-0.014232194397149511,-0.0018555083234065295,0.00028959468526568166,-0.015287440575111111,-0.00749111088459653,0.015294392138216706,-0.005568918695231573
2014-03-02,0.012835381680977198,-0.019934723383837172,0.006657650134983317,0.004424705861973743,-0.009786578000509194,-0.014144114598468538,0.01174144254361087,-0.0028456807906448445,0.0039114587337130136
2014-03-03,-0.008759777800737223,0.0019586161745122066,-0.001568126824704974,0.0036033461849793724,0.0011176833732049474,0.006276847917353612,-0.008037539322449216,-0.00711409336108737,-0.004125581878196116
2014-03-04,0.006216782135674448,-0.007177720654764741,0.003777298282756858,0.006326202395936287,0.0035844988137267997,-0.005668423579021087,0.0242242784432789,-0.005921130595323287,-0.020181245351778676
2014-03-05,-0.014821294663761031,-0.033274254578465445,-0.00391816180849569,0.00015525513756875498,0.006805749249101156,0.0060846927277549145,-0.004182010576177397,0.01264108371775241,-0.021911353090078967
2014-03-06,0.0038342183716284506,0.014275573489965332,-0.01744303494935806,0.003531262129620849,0.001453985629977561,-0.0072751824502145235,0.012855637322125801,0.03426039286706595,0.0020186625505849154
2014-03-07,0.004023308794504965,-0.007868496191724361,-0.009898132433577511,0.0025910074496326985,-0.003324335303635517,0.0014881922699490069,-0.009353148935302369,0.00738469738619596,0.0035366210528695596
